cell_id,group_id,isomer,theta,phi,chain_index,opt_converged,attempts,final_gnorm,E_opt_hartree,conv_threshold,qed_ccsd_input_written
ortho_th36_ph144,ortho_th36,ortho,36.0,144.0,8,True,1,0.0027261957708995845,-3010.334593051786,0.0043,True
ortho_th36_ph162,ortho_th36,ortho,36.0,162.0,9,True,1,0.0007298788202015909,-3010.3366468624,0.0043,True
ortho_th36_ph180,ortho_th36,ortho,36.0,180.0,10,True,1,0.0008745182911320682,-3010.3397034465725,0.0043,True
ortho_th36_ph198,ortho_th36,ortho,36.0,198.0,11,True,1,0.000492010083391015,-3010.3426904974567,0.0043,True
ortho_th36_ph216,ortho_th36,ortho,36.0,216.0,12,True,1,0.0006237412101352926,-3010.3449549263282,0.0043,True
ortho_th36_ph234,ortho_th36,ortho,36.0,234.0,13,True,1,0.003993619660339461,-3010.346060536214,0.0043,True
ortho_th36_ph252,ortho_th36,ortho,36.0,252.0,14,True,2,0.0025836860081708667,-3010.3463961900225,0.0043,True
ortho_th36_ph270,ortho_th36,ortho,36.0,270.0,15,True,1,0.0034020835429214263,-3010.3460614904916,0.0043,True
ortho_th36_ph288,ortho_th36,ortho,36.0,288.0,16,True,1,0.004117351192665717,-3010.345642127769,0.0043,True
ortho_th36_ph306,ortho_th36,ortho,36.0,306.0,17,True,1,0.0032166501099314486,-3010.3454025884535,0.0043,True
ortho_th36_ph324,ortho_th36,ortho,36.0,324.0,18,True,1,0.0025362562321691,-3010.3457520793386,0.0043,True
ortho_th36_ph342,ortho_th36,ortho,36.0,342.0,19,True,1,0.0014117596692389367,-3010.3466295688386,0.0043,True
ortho_th45_ph0,ortho_th45,ortho,45.0,0.0,0,True,2,0.0010006962315378715,-3010.3432686282226,0.002,True
ortho_th45_ph18,ortho_th45,ortho,45.0,18.0,1,True,1,0.0015140047915879389,-3010.3429086753904,0.002,True
ortho_th45_ph36,ortho_th45,ortho,45.0,36.0,2,True,2,0.003953550885097045,-3010.340545184362,0.0043,True
ortho_th45_ph54,ortho_th45,ortho,45.0,54.0,3,True,1,0.0018449710463226874,-3010.3373073827966,0.0043,True
ortho_th45_ph72,ortho_th45,ortho,45.0,72.0,4,True,2,0.0026729075068536107,-3010.334118215834,0.0043,True
ortho_th45_ph90,ortho_th45,ortho,45.0,90.0,5,True,3,0.0022020144945224408,-3010.3313393643475,0.0043,True
ortho_th45_ph108,ortho_th45,ortho,45.0,108.0,6,True,1,0.0042782325881964645,-3010.329313798097,0.0043,True
ortho_th45_ph126,ortho_th45,ortho,45.0,126.0,7,True,1,0.0030790249470545104,-3010.328481499612,0.0043,True
ortho_th45_ph144,ortho_th45,ortho,45.0,144.0,8,True,1,0.0024041283183365895,-3010.3294989777887,0.0043,True
ortho_th45_ph162,ortho_th45,ortho,45.0,162.0,9,True,1,0.0007455859416907227,-3010.332119583353,0.0043,True
ortho_th45_ph180,ortho_th45,ortho,45.0,180.0,10,True,1,0.001041574637567465,-3010.335777630458,0.0043,True
ortho_th45_ph198,ortho_th45,ortho,45.0,198.0,11,True,1,0.0006512841246573538,-3010.3391263197354,0.0043,True
ortho_th45_ph216,ortho_th45,ortho,45.0,216.0,12,True,1,0.0006172712669291603,-3010.3411606740838,0.0043,True
ortho_th45_ph234,ortho_th45,ortho,45.0,234.0,13,True,1,0.004169225066467493,-3010.34161066646,0.0043,True
ortho_th45_ph252,ortho_th45,ortho,45.0,252.0,14,True,1,0.0034927207699606256,-3010.340986692619,0.0043,True
ortho_th45_ph270,ortho_th45,ortho,45.0,270.0,15,True,1,0.003750205283064043,-3010.340169195344,0.0043,True
ortho_th45_ph288,ortho_th45,ortho,45.0,288.0,16,True,1,0.002281609823165875,-3010.3390561586875,0.0043,True
ortho_th45_ph306,ortho_th45,ortho,45.0,306.0,17,True,2,0.002125413385445191,-3010.3383537548457,0.0043,True
ortho_th45_ph324,ortho_th45,ortho,45.0,324.0,18,True,1,0.0020496601446230766,-3010.3391571482816,0.0043,True
ortho_th45_ph342,ortho_th45,ortho,45.0,342.0,19,True,1,0.0013279278923500183,-3010.341764279742,0.0043,True
ortho_th54_ph0,ortho_th54,ortho,54.0,0.0,0,True,4,0.001975638947684132,-3010.3392647069036,0.002,True
ortho_th54_ph18,ortho_th54,ortho,54.0,18.0,1,True,3,0.0012374988665445818,-3010.33942508581,0.002,True
ortho_th54_ph36,ortho_th54,ortho,54.0,36.0,2,True,3,0.003709954014513998,-3010.3366678726584,0.0043,True
ortho_th54_ph54,ortho_th54,ortho,54.0,54.0,3,True,1,0.0006056820383387026,-3010.33377302677,0.0043,True
ortho_th54_ph72,ortho_th54,ortho,54.0,72.0,4,True,2,0.002280941963309193,-3010.330395037145,0.0043,True
