     theta       phi           Ex           Ey           Ez        Para_dE_total           Para_dE_el           Para_dE_ph          Para_dE_blc          Para_dE_dse       Ortho_dE_total          Ortho_dE_el          Ortho_dE_ph         Ortho_dE_blc         Ortho_dE_dse        Meta_dE_total           Meta_dE_el           Meta_dE_ph          Meta_dE_blc          Meta_dE_dse
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     0.000     0.000     0.000000     0.000000     0.100000       0.000014566257      -0.000015595409       0.007807854086      -0.015663795696       0.007886103266       0.000011638752      -0.000014571257       0.006302966138      -0.012640538469       0.006363782330       0.000016106965      -0.000016478916       0.008317785212      -0.016689863188       0.008404663862
     0.000     4.045     0.000000     0.000000     0.100000       0.000014566257      -0.000015595409       0.007807854086      -0.015663795696       0.007886103266       0.000011638752      -0.000014571257       0.006302966138      -0.012640538469       0.006363782330       0.000016106965      -0.000016478916       0.008317785212      -0.016689863188       0.008404663862
     0.000     8.090     0.000000     0.000000     0.100000       0.000014566257      -0.000015595409       0.007807854086      -0.015663795696       0.007886103266       0.000011638752      -0.000014571257       0.006302966138      -0.012640538469       0.006363782330       0.000016106965      -0.000016478916       0.008317785212      -0.016689863188       0.008404663862
     0.000    12.135     0.000000     0.000000     0.100000       0.000014566257      -0.000015595409       0.007807854086      -0.015663795696       0.007886103266       0.000011638752      -0.000014571257       0.006302966138      -0.012640538469       0.006363782330       0.000016106965      -0.000016478916       0.008317785212      -0.016689863188       0.008404663862
     0.000    16.180     0.000000     0.000000     0.100000       0.000014566257      -0.000015595409       0.007807854086      -0.015663795696       0.007886103266       0.000011638752      -0.000014571257       0.006302966138      -0.012640538469       0.006363782330       0.000016106965      -0.000016478916       0.008317785212      -0.016689863188       0.008404663862
     0.000    20.225     0.000000     0.000000     0.100000       0.000014566257      -0.000015595409       0.007807854086      -0.015663795696       0.007886103266       0.000011638752      -0.000014571257       0.006302966138      -0.012640538469       0.006363782330       0.000016106965      -0.000016478916       0.008317785212      -0.016689863188       0.008404663862
     0.000    24.270     0.000000     0.000000     0.100000       0.000014566257      -0.000015595409       0.007807854086      -0.015663795696       0.007886103266       0.000011638752      -0.000014571257       0.006302966138      -0.012640538469       0.006363782330       0.000016106965      -0.000016478916       0.008317785212      -0.016689863188       0.008404663862
     0.000    28.315     0.000000     0.000000     0.100000       0.000014566257      -0.000015595409       0.007807854086      -0.015663795696       0.007886103266       0.000011638752      -0.000014571257       0.006302966138      -0.012640538469       0.006363782330       0.000016106965      -0.000016478916       0.008317785212      -0.016689863188       0.008404663862
     0.000    32.360     0.000000     0.000000     0.100000       0.000014566257      -0.000015595409       0.007807854086      -0.015663795696       0.007886103266       0.000011638752      -0.000014571257       0.006302966138      -0.012640538469       0.006363782330       0.000016106965      -0.000016478916       0.008317785212      -0.016689863188       0.008404663862
     0.000    36.404     0.000000     0.000000     0.100000       0.000014566257      -0.000015595409       0.007807854086      -0.015663795696       0.007886103266       0.000011638752      -0.000014571257       0.006302966138      -0.012640538469       0.006363782330       0.000016106965      -0.000016478916       0.008317785212      -0.016689863188       0.008404663862
