theta	phi	energy
86.08695652173913	15.652173913043478	-3007.803913184491648
101.73913043478261	297.39130434782606	-3007.792884512202818
140.8695652173913	313.04347826086956	-3007.793431142327790
62.608695652173914	31.304347826086957	-3007.796221110849729
39.130434782608695	15.652173913043478	-3007.804822689242883
46.95652173913044	15.652173913043478	-3007.803090735260412
31.304347826086957	219.1304347826087	-3007.829299128439743
62.608695652173914	219.1304347826087	-3007.819726108404211
117.3913043478261	281.7391304347826	-3007.780693864363457
109.56521739130434	328.69565217391306	-3007.798594058131130
46.95652173913044	313.04347826086956	-3007.827265952182643
164.34782608695653	109.56521739130434	-3007.830959561926647
93.91304347826087	250.43478260869566	-3007.796928675206800
156.52173913043478	328.69565217391306	-3007.806472897765161
109.56521739130434	187.82608695652175	-3007.803700190983363
117.3913043478261	250.43478260869566	-3007.781273761437660
140.8695652173913	344.3478260869565	-3007.806672051370697
62.608695652173914	266.0869565217391	-3007.825955399282520
46.95652173913044	328.69565217391306	-3007.821841969830984
93.91304347826087	234.7826086956522	-3007.799988182491234
172.17391304347825	344.3478260869565	-3007.817111560299509
7.826086956521739	234.7826086956522	-3007.825094879080098
86.08695652173913	187.82608695652175	-3007.804808146481264
7.826086956521739	328.69565217391306	-3007.822575695865908
117.3913043478261	109.56521739130434	-3007.824231190894807
0.0	93.91304347826087	-3007.819266318422251
117.3913043478261	313.04347826086956	-3007.792068986193954
62.608695652173914	297.39130434782606	-3007.823019293285597
156.52173913043478	125.21739130434783	-3007.831750657692282
125.21739130434783	15.652173913043478	-3007.814832298211968
117.3913043478261	297.39130434782606	-3007.785569197494624
93.91304347826087	297.39130434782606	-3007.798347596527037
148.69565217391303	15.652173913043478	-3007.821164826438689
180.0	15.652173913043478	-3007.819266318424070
101.73913043478261	344.3478260869565	-3007.802251164418067
62.608695652173914	234.7826086956522	-3007.823460452691506
78.26086956521739	344.3478260869565	-3007.806133630037039
15.652173913043478	266.0869565217391	-3007.831904304315685
172.17391304347825	0.0	-3007.819145913164448
39.130434782608695	281.7391304347826	-3007.836732383539584
