theta,phi,Ex,Ey,Ez,lambda_magnitude,ortho_E_el,ortho_E_ph,ortho_E_blc,ortho_E_dse,meta_E_el,meta_E_ph,meta_E_blc,meta_E_dse,para_E_el,para_E_ph,para_E_blc,para_E_dse
65.0,78.0,0.003768639688081835,0.01773005574832528,0.00845236523481399,0.02,-3007.954733091334,0.033142252988252456,-0.0005665105343849074,0.0012783159605151875,-3007.956883931446,0.03314507622286333,-0.0006434877454825847,0.0015209727482917888,-3007.948966708808,0.03311923998958031,-0.00035919475309985956,0.000776337837387092
65.0,78.0,0.00753727937616367,0.03546011149665056,0.01690473046962798,0.04,-3007.9540643218434,0.03336444784979667,-0.0022970475662442377,0.005087579335271499,-3007.9561009797767,0.03337829834776866,-0.0026064846610174457,0.006044537909778101,-3007.9485549979545,0.033262549652626865,-0.0014518587316074564,0.003098983504148148
65.0,78.0,0.011305919064245504,0.053190167244975835,0.025357095704441966,0.06,-3007.9528913126674,0.0337904921859123,-0.005277800777262994,0.011351005559199167,-3007.954722449252,0.03382926449732176,-0.0059745693604180625,0.013453287799005802,-3007.9478463635505,0.033526401222992865,-0.0033220009190057325,0.006948540029191231
65.0,78.0,0.01507455875232734,0.07092022299330113,0.03380946093925596,0.08,-3007.9511383291024,0.03449495581427864,-0.009628746293005289,0.019940899399979846,-3007.952656952091,0.034576676082065695,-0.010852069790443834,0.0235521852091733,-3007.9468091175104,0.03394705142876208,-0.006038460781653695,0.012291649683302607
65.0,78.0,0.018843198440409173,0.0886502787416264,0.04226182617406995,0.1,-3007.9487216662055,0.03556262358439118,-0.015466321888444321,0.03067724099680488,-3007.949808089395,0.035704041495012384,-0.01731257880733905,0.03606664930166888,-3007.9454032015933,0.03457206307685963,-0.009686827188397416,0.019079260974006303
