     theta       phi           Ex           Ey           Ez            Para_E_el            Para_E_ph           Para_E_blc           Para_E_dse           Ortho_E_el           Ortho_E_ph          Ortho_E_blc          Ortho_E_dse            Meta_E_el            Meta_E_ph           Meta_E_blc           Meta_E_dse
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     0.000     0.000     0.000000     0.000000     0.100000   -3007.948727344527       0.033221502059      -0.001030754837       0.001863207712   -3007.954509407552       0.033259376696      -0.001233347270       0.002150510505   -3007.956793989580       0.033206500303      -0.000941294201       0.001728555071
     0.000     4.045     0.000000     0.000000     0.100000   -3007.948727344527       0.033221502059      -0.001030754837       0.001863207712   -3007.954509407552       0.033259376696      -0.001233347270       0.002150510505   -3007.956793989580       0.033206500303      -0.000941294201       0.001728555071
     0.000     8.090     0.000000     0.000000     0.100000   -3007.948727344527       0.033221502059      -0.001030754837       0.001863207712   -3007.954509407552       0.033259376696      -0.001233347270       0.002150510505   -3007.956793989580       0.033206500303      -0.000941294201       0.001728555071
     0.000    12.135     0.000000     0.000000     0.100000   -3007.948727344527       0.033221502059      -0.001030754837       0.001863207712   -3007.954509407552       0.033259376696      -0.001233347270       0.002150510505   -3007.956793989580       0.033206500303      -0.000941294201       0.001728555071
     0.000    16.180     0.000000     0.000000     0.100000   -3007.948727344527       0.033221502059      -0.001030754837       0.001863207712   -3007.954509407552       0.033259376696      -0.001233347270       0.002150510505   -3007.956793989580       0.033206500303      -0.000941294201       0.001728555071
     0.000    20.225     0.000000     0.000000     0.100000   -3007.948727344527       0.033221502059      -0.001030754837       0.001863207712   -3007.954509407552       0.033259376696      -0.001233347270       0.002150510505   -3007.956793989580       0.033206500303      -0.000941294201       0.001728555071
     0.000    24.270     0.000000     0.000000     0.100000   -3007.948727344527       0.033221502059      -0.001030754837       0.001863207712   -3007.954509407552       0.033259376696      -0.001233347270       0.002150510505   -3007.956793989580       0.033206500303      -0.000941294201       0.001728555071
     0.000    28.315     0.000000     0.000000     0.100000   -3007.948727344527       0.033221502059      -0.001030754837       0.001863207712   -3007.954509407552       0.033259376696      -0.001233347270       0.002150510505   -3007.956793989580       0.033206500303      -0.000941294201       0.001728555071
     0.000    32.360     0.000000     0.000000     0.100000   -3007.948727344527       0.033221502059      -0.001030754837       0.001863207712   -3007.954509407552       0.033259376696      -0.001233347270       0.002150510505   -3007.956793989580       0.033206500303      -0.000941294201       0.001728555071
     0.000    36.404     0.000000     0.000000     0.100000   -3007.948727344527       0.033221502059      -0.001030754837       0.001863207712   -3007.954509407552       0.033259376696      -0.001233347270       0.002150510505   -3007.956793989580       0.033206500303      -0.000941294201       0.001728555071
