theta,phi,isomer_a,isomer_b,energy_a_hartree,energy_b_hartree,delta_energy_a_minus_b_hartree,delta_energy_a_minus_b_kcal_mol,norm_full_a,norm_full_b,norm_projected_a,norm_projected_b,norm_removed_a,norm_removed_b,delta_norm_removed_a_minus_b,lambda_x,lambda_y,lambda_z
81.0,180.0,ortho,meta,-3010.3273285924083,-3010.3306014490827,0.003272856674357172,2.0537470188691946,0.0016850407684239072,0.002199536695825424,0.001255879054992863,0.0009120069398324657,0.0012023421264655912,0.002032285796435098,-0.0008299436699695068,-0.09876883405951378,1.2095693648649962e-17,0.015643446504023092
81.0,198.0,ortho,meta,-3010.328924413811,-3010.3250534204794,-0.0038709933314748923,-2.429083154440478,0.0010503532769839139,0.0033348887560389544,0.0007798756011307867,0.0010467565257239195,0.0006556792921123776,0.003144302638946385,-0.0024886233468340074,-0.09393474323917529,-0.03052124823898887,0.015643446504023092
81.0,216.0,ortho,meta,-3010.3265366830774,-3010.3179935418348,-0.008543141242626007,-5.360898018019003,0.0027133044903229933,0.003869562722315804,0.0003350044540994196,0.0018489997921892036,0.0027908827705017997,0.003909793111268689,-0.001118910340766889,-0.07990566526874579,-0.058054864046304715,0.015643446504023092
81.0,234.0,ortho,meta,-3010.327226852691,-3010.312010549948,-0.01521630274328345,-9.548366918135054,0.0017285472042178752,0.0056329941960208555,0.0016866776598610821,0.003772303289837791,0.00038269085164515624,0.00448811096192845,-0.004105420110283294,-0.058054864046304736,-0.07990566526874576,0.015643446504023092
81.0,252.0,ortho,meta,-3010.32540794247,-3010.316366852708,-0.009041089761922194,-5.673365195414034,0.0017636882506752271,0.0061179257736699915,0.001436290023688391,0.004871264562392528,0.00117194485079732,0.005066455076204086,-0.0038945102254067656,-0.0305212482389889,-0.09393474323917528,0.015643446504023092
81.0,270.0,ortho,meta,-3010.3224541157538,-3010.3200429744747,-0.0024111412790261966,-1.5130128528604496,0.0020187942175233075,0.005107481921663769,0.0006094740586340888,0.0017916734913144502,0.0018455637661474846,0.005516016564628293,-0.0036704527984808086,-1.8143540472974943e-17,-0.09876883405951378,0.015643446504023092
