theta,phi,E_el,E_ph,E_blc,E_dse,E_total
0.0,0.0,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,4.044943820224719,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,8.089887640449438,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,12.134831460674157,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,16.179775280898877,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,20.224719101123597,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,24.269662921348313,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,28.314606741573034,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,32.359550561797754,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,36.40449438202247,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,40.449438202247194,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,44.49438202247191,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,48.53932584269663,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,52.58426966292135,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,56.62921348314607,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,60.67415730337079,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,64.71910112359551,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,68.76404494382022,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,72.80898876404494,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,76.85393258426967,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,80.89887640449439,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,84.9438202247191,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,88.98876404494382,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,93.03370786516854,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,97.07865168539325,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,101.12359550561798,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,105.1685393258427,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,109.21348314606742,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,113.25842696629213,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,117.30337078651685,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,121.34831460674158,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,125.3932584269663,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,129.43820224719101,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,133.48314606741573,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,137.52808988764045,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,141.57303370786516,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,145.61797752808988,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,149.6629213483146,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,153.70786516853934,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,157.75280898876406,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,161.79775280898878,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,165.8426966292135,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,169.8876404494382,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,173.93258426966293,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,177.97752808988764,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,182.02247191011236,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,186.06741573033707,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,190.1123595505618,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,194.1573033707865,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,198.20224719101125,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,202.24719101123597,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,206.2921348314607,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,210.3370786516854,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,214.38202247191012,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,218.42696629213484,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,222.47191011235955,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,226.51685393258427,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,230.56179775280899,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,234.6067415730337,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,238.65168539325845,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,242.69662921348316,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,246.74157303370788,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,250.7865168539326,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,254.8314606741573,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,258.87640449438203,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,262.92134831460675,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,266.96629213483146,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,271.0112359550562,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,275.0561797752809,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,279.1011235955056,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,283.14606741573033,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,287.19101123595505,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,291.23595505617976,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,295.2808988764045,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,299.3258426966292,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
0.0,303.37078651685397,-435.6507036309259,0.03307836508802707,-4.4076690140363995e-05,0.00011283323997189307,-435.617556509288
