theta,phi,isomer_a,isomer_b,energy_a_hartree,energy_b_hartree,delta_energy_a_minus_b_hartree,delta_energy_a_minus_b_kcal_mol,norm_full_a,norm_full_b,norm_projected_a,norm_projected_b,norm_removed_a,norm_removed_b,delta_norm_removed_a_minus_b,lambda_x,lambda_y,lambda_z
63.0,288.0,ortho,meta,-3010.3260988080287,-3010.3357589448415,0.009660136812726705,6.061822791217322,0.006416570441726293,0.006445685672626443,0.003576017263206579,0.000699623760260475,0.006226766536431204,0.006482996136458289,-0.0002562296000270846,0.027533615807315823,-0.08473975608908428,0.04539904997395469
63.0,306.0,ortho,meta,-3010.324638951956,-3010.3380530966665,0.013414144710623077,8.417496533218376,0.005700120886915348,0.005105230401474029,0.0029688722769256985,0.00011812007793988308,0.005527835895981622,0.005078437165808271,0.00044939873017335163,0.05237204946142992,-0.07208394201673424,0.045399049973954685
63.0,324.0,ortho,meta,-3010.3247478033018,-3010.338705826515,0.01395802321303563,8.758785188388776,0.005903030437347047,0.0032090690461270012,0.0026996765450368935,0.0006951995370501431,0.005352545760849772,0.0031087582098092595,0.002243787551040513,0.07208394201673422,-0.05237204946142996,0.04539904997395469
63.0,342.0,ortho,meta,-3010.3317054189733,-3010.3363089572554,0.00460353828202642,2.888761703816117,0.004958264962058401,0.003449203685063899,0.0036664761798372463,0.002377081607231171,0.004076299878775536,0.002131371378055653,0.001944928500719883,0.08473975608908427,-0.027533615807315854,0.04539904997395469
