theta,phi,E_el,E_el_uncoupled,E_ph,E_blc,E_dse,E_total
2.0224719101123596,169.8876404494382,-435.82492510815854,-435.8249426837174,0.0330782843644769,-4.3702610413583553e-05,0.00011279794247221487,-435.7917777284619
2.0224719101123596,173.93258426966293,-435.82492440101794,-435.8249426837174,0.033078465191311066,-4.5477156069724817e-05,0.00011717442941058345,-435.79177423855316
2.0224719101123596,177.97752808988764,-435.8249236839324,-435.8249426837174,0.03307864829462514,-4.727614878614938e-05,0.00012161615421680096,-435.79177069563224
2.0224719101123596,182.02247191011236,-435.82492296078107,-435.8249426837174,0.03307883267664034,-4.908985500993711e-05,0.0001260992463168582,-435.7917671187128
2.0224719101123596,186.06741573033707,-435.82492223520416,-435.8249426837174,0.033079017410362385,-5.090915855474222e-05,0.00013060118130317017,-435.79176352577133
2.0224719101123596,190.1123595505618,-435.8249215105859,-435.8249426837174,0.03307920164437697,-5.272560732903817e-05,0.00013510089606111211,-435.79175993365254
2.0224719101123596,194.1573033707865,-435.8249207900372,-435.8249426837174,0.033079384605730455,-5.45314429874323e-05,0.00013957886566064441,-435.7917563580087
2.0224719101123596,198.20224719101125,-435.82492007639456,-435.8249426837174,0.033079565600908946,-5.6319613617419565e-05,0.0001440171422252723,-435.79175281326513
2.0224719101123596,202.24719101123597,-435.8249193722194,-435.8249426837174,0.03307974401496586,-5.808376992466728e-05,0.00014839935678086273,-435.7917493126177
2.0224719101123596,206.2921348314607,-435.8249186798034,-435.8249426837174,0.03307991930888897,-5.981824571984849e-05,0.00015271068584710805,-435.7917458680545
2.0224719101123596,210.3370786516854,-435.8249180011828,-435.8249426837174,0.033080091015332075,-6.15180238278982e-05,0.00015693778524973587,-435.79174249040665
2.0224719101123596,214.38202247191012,-435.8249173381571,-435.8249426837174,0.033080258732871515,-6.317868883457348e-05,0.0001610686942879568,-435.7917391894189
2.0224719101123596,218.42696629213484,-435.824916692308,-435.8249426837174,0.03308042211897439,-6.479636834442173e-05,0.00016509271397636524,-435.7917359738432
2.0224719101123596,222.47191011235955,-435.8249160650286,-435.8249426837174,0.033080580881894715,-6.636766465103442e-05,0.00016900026358222223,-435.7917328515477
2.0224719101123596,226.51685393258427,-435.82491545755255,-435.8249426837174,0.033080734771732186,-6.78895789020429e-05,0.0001727827200880985,-435.7917298296395
2.0224719101123596,230.56179775280899,-435.8249148709852,-435.8249426837174,0.033080883570904863,-6.93594299805367e-05,0.00017643224551838757,-435.7917269145989
2.0224719101123596,234.6067415730337,-435.8249143063362,-435.8249426837174,0.033081027084297776,-7.077477041403741e-05,0.0001799416072703781,-435.79172411241535
2.0224719101123596,238.65168539325845,-435.8249137645545,-435.8249426837174,0.033081165129354495,-7.213330166637573e-05,0.00018330399668263346,-435.7917214287293
2.0224719101123596,242.69662921348316,-435.8249132465543,-435.8249426837174,0.033081297526378284,-7.343279115689164e-05,0.00018651285105382402,-435.7917188689677
2.0224719101123596,246.74157303370788,-435.82491275325697,-435.8249426837174,0.033081424089303084,-7.467099329528542e-05,0.00018956168419453453,-435.7917164384766
2.0224719101123596,250.7865168539326,-435.8249122856096,-435.8249426837174,0.03308154461718103,-7.584557671190592e-05,0.00019244393035581527,-435.7917141426393
2.0224719101123596,254.8314606741573,-435.8249118446189,-435.8249426837174,0.03308165888662017,-7.695405971197943e-05,0.00019515280603644476,-435.791711986986
2.0224719101123596,258.87640449438203,-435.8249114313641,-435.8249426837174,0.033081766645378374,-7.79937557846957e-05,0.0001976811937331209,-435.79170997728085
2.0224719101123596,262.92134831460675,-435.8249110470205,-435.8249426837174,0.03308186760729814,-7.896173076261633e-05,0.00020002155117325806,-435.79170811959324
2.0224719101123596,266.96629213483146,-435.8249106928711,-435.8249426837174,0.03308196144873294,-7.98547729580193e-05,0.00020216584896953578,-435.7917064203461
2.0224719101123596,271.0112359550562,-435.82491037030724,-435.8249426837174,0.033082047806582374,-8.066937730340904e-05,0.00020410553897130766,-435.79170488633844
2.0224719101123596,275.0561797752809,-435.82491008083446,-435.8249426837174,0.03308212627801931,-8.140174420240185e-05,0.00020583155487414543,-435.7917035247466
2.0224719101123596,279.1011235955056,-435.8249098260697,-435.8249426837174,0.033082196421950594,-8.204779346126086e-05,0.00020733434589987321,-435.7917023430959
2.0224719101123596,283.14606741573033,-435.82490960772145,-435.8249426837174,0.03308225776221474,-8.260319332321137e-05,0.00020860394359096605,-435.7917013492087
2.0224719101123596,287.19101123595505,-435.8249094275771,-435.8249426837174,0.03308230979248218,-8.306340428373609e-05,0.0002096300609909741,-435.7917005511276
2.0224719101123596,291.23595505617976,-435.82490928748155,-435.8249426837174,0.033082351982781665,-8.34237370194461e-05,0.0002104022227225766,-435.7916999570129
2.0224719101123596,295.2808988764045,-435.82490918930733,-435.8249426837174,0.03308238378754058,-8.367942343563048e-05,0.00021090992374268234,-435.7916995750188
2.0224719101123596,299.3258426966292,-435.82490913492046,-435.8249426837174,0.03308240465499083,-8.382569952687328e-05,0.0002111428138646755,-435.7916994131509
2.0224719101123596,303.37078651685397,-435.8249091261471,-435.8249426837174,0.03308241403776008,-8.38578984619033e-05,0.00021109090450565168,-435.7916994791033
2.0224719101123596,307.4157303370787,-435.82490916473074,-435.8249426837174,0.03308241140443806,-8.37715520488125e-05,0.00021074479355424967,-435.79169978008423
2.0224719101123596,311.4606741573034,-435.8249092522876,-435.8249426837174,0.03308239625188409,-8.356249852360877e-05,0.00021009590377400554,-435.7917003226309
2.0224719101123596,315.5056179775281,-435.82490939026957,-435.8249426837174,0.03308236811802189,-8.322699442888431e-05,0.0002091367297679096,-435.7917011124159
2.0224719101123596,319.55056179775283,-435.8249095799093,-435.8249426837174,0.033082326594850775,-8.276182821973624e-05,0.00020786108824002067,-435.79170215405424
2.0224719101123596,323.59550561797755,-435.82490982218445,-435.8249426837174,0.033082271341397344,-8.216443315264976e-05,0.00020626436610570072,-435.79170345091023
2.0224719101123596,327.64044943820227,-435.82491011776983,-435.8249426837174,0.033082202096323246,-8.143299697869577e-05,0.00020434376092712055,-435.79170500490955
2.0224719101123596,331.685393258427,-435.82491046699664,-435.8249426837174,0.033082118689909776,-8.056656598043593e-05,0.0002020985081870669,-435.791706816364
2.0224719101123596,335.7303370786517,-435.82491086981497,-435.8249426837174,0.033082021055146724,-7.956514095734554e-05,0.00019953009006132402,-435.791708883811
2.0224719101123596,339.7752808988764,-435.82491132576297,-435.8249426837174,0.03308190923766712,-7.842976288125977e-05,0.0001966424206055802,-435.79171120386775
2.0224719101123596,343.82022471910113,-435.824911833935,-435.8249426837174,0.033081783404286,-7.716258610190344e-05,0.0001934420026323546,-435.7917137711139
2.0224719101123596,347.86516853932585,-435.82491239295837,-435.8249426837174,0.03308164384992821,-7.576693719130134e-05,0.00018993805201034764,-435.79171657799344
2.0224719101123596,351.91011235955057,-435.8249130009814,-435.8249426837174,0.03308149100275598,-7.42473577567721e-05,0.00018614258566456674,-435.7917196147508
2.0224719101123596,355.9550561797753,-435.8249136556601,-435.8249426837174,0.03308132542734027,-7.260962983340328e-05,0.00018207047018049244,-435.7917228693932
2.0224719101123596,360.0,-435.824914354159,-435.8249426837174,0.03308114782575484,-7.086078277592944e-05,0.00017773942860798252,-435.791726327688
4.044943820224719,0.0,-435.82489682892606,-435.8249426837174,0.0330858509191437,-0.00011505921440738786,0.0002826674418957019,-435.79164336977937
4.044943820224719,4.044943820224719,-435.82489831984134,-435.8249426837174,0.033085469415997736,-0.00011133191276313064,0.00027348494283870744,-435.79165069739486
4.044943820224719,8.089887640449438,-435.82489992024426,-435.8249426837174,0.03308505722515411,-0.00010732669660277328,0.0002636676309242462,-435.79165852208433
4.044943820224719,12.134831460674157,-435.8249016205888,-435.8249426837174,0.03308461683283081,-0.00010306716477586035,0.0002532724622994243,-435.7916667984589
4.044943820224719,16.179775280898877,-435.8249034097875,-435.8249426837174,0.03308415116365281,-9.85808424653708e-05,0.0002423652531128917,-435.7916754742127
4.044943820224719,20.224719101123597,-435.82490527531337,-435.8249426837174,0.03308366355149593,-9.3898922123034e-05,0.0002310200818758351,-435.79168449060217
4.044943820224719,24.269662921348313,-435.82490720334545,-435.8249426837174,0.03308315770267963,-8.905593586501773e-05,0.0002193185372680091,-435.7916937830415
4.044943820224719,28.314606741573034,-435.8249091789241,-435.8249426837174,0.03308263765209137,-8.40893641731974e-05,0.0002073488222342078,-435.7917032818134
4.044943820224719,32.359550561797754,-435.82491118613285,-435.8249426837174,0.0330821077129679,-7.903918699543964e-05,0.0001952047280443546,-435.7917129128781
