theta,phi,Ex,Ey,Ez,lambda_magnitude,E_ortho_Hartrees,E_meta_Hartrees,E_para_Hartrees,dE_ortho_meta_kcal/mol,dE_para_meta_kcal/mol,dE_ortho_para_kcal/mol
65.0,78.0,0.003768639688081835,0.01773005574832528,0.00845236523481399,0.02,-3007.9208790329167,-3007.922861370219,-3007.9154303257305,1.2439354379517138,4.6630508186459325,-3.419115380694219
65.0,78.0,0.00753727937616367,0.03546011149665056,0.01690473046962798,0.04,-3007.9179093422235,-3007.9192846281776,-3007.913645323522,0.8630049657151466,3.538717098572204,-2.6757121328570572
65.0,78.0,0.011305919064245504,0.053190167244975835,0.025357095704441966,0.06,-3007.913027615696,-3007.9134144663103,-3007.9106934232123,0.24275242544325434,1.707480323368599,-1.4647278979253446
65.0,78.0,0.01507455875232734,0.07092022299330113,0.03380946093925596,0.08,-3007.90633122018,-3007.905380160582,-3007.9066088771683,-0.59679890830974,-0.7710312989113007,0.1742323906015607
65.0,78.0,0.018843198440409173,0.0886502787416264,0.04226182617406995,0.1,-3007.897948123517,-3007.8953499774098,-3007.901438704737,-1.6303612972525536,-3.8207340827399,2.1903727854873467
