theta,phi,Ex,Ey,Ez,lambda_magnitude,E_ortho_Hartrees,E_meta_Hartrees,E_para_Hartrees,dE_ortho_meta_kcal/mol,dE_para_meta_kcal/mol,dE_ortho_para_kcal/mol
70.0,31.0,0.016109475744975014,0.009679549568335156,0.0068404028665133764,0.02,-3007.921306301647,-3007.9228032231804,-3007.914802408428,0.9393324442279761,5.020587057385886,-4.081254613157911
70.0,31.0,0.03221895148995003,0.01935909913667031,0.013680805733026753,0.04,-3007.9196099798937,-3007.91906524883,-3007.911161552017,-0.3418239032602898,4.959644630388486,-5.301468533648777
70.0,31.0,0.048328427234925045,0.029038648705005464,0.02052120859954013,0.06,-3007.9168230079576,-3007.912972241949,-3007.905209882587,-2.4163921529106345,4.870954040740315,-7.28734619365095
70.0,31.0,0.06443790297990006,0.03871819827334062,0.027361611466053506,0.08,-3007.9130036624524,-3007.9047292526598,-3007.8971232114172,-5.192270537167067,4.77286293979908,-9.965133476966148
70.0,31.0,0.08054737872487508,0.048397747841675776,0.03420201433256689,0.1,-3007.9082298250496,-3007.8946261487404,-3007.8871513408453,-8.536435766129978,4.6905127709459205,-13.226948537075899
