cell_id,group_id,isomer,theta,phi,chain_index,opt_converged,attempts,final_gnorm,E_opt_hartree,conv_threshold,qed_ccsd_input_written
para_th27_ph270,para_th27,para,27.0,270.0,15,True,1,0.0011192970202744557,-3010.3503525138053,0.002,True
para_th27_ph288,para_th27,para,27.0,288.0,16,True,2,0.0014014373772584302,-3010.34770955854,0.002,True
para_th27_ph306,para_th27,para,27.0,306.0,17,True,2,0.0019462598366176307,-3010.344767199138,0.002,True
para_th27_ph324,para_th27,para,27.0,324.0,18,True,2,0.002566998075852165,-3010.3419058639292,0.0035,True
para_th27_ph342,para_th27,para,27.0,342.0,19,True,3,0.0025498647996186814,-3010.3397618139397,0.0035,True
para_th36_ph0,para_th36,para,36.0,0.0,0,True,2,0.0017031016690370363,-3010.331674203266,0.002,True
para_th36_ph18,para_th36,para,36.0,18.0,1,True,1,0.001343186459092713,-3010.3323746745286,0.002,True
para_th36_ph36,para_th36,para,36.0,36.0,2,True,1,0.00025271729708452187,-3010.334778081276,0.002,True
para_th36_ph54,para_th36,para,36.0,54.0,3,True,1,0.0011353451294668611,-3010.3386491418087,0.002,True
para_th36_ph72,para_th36,para,36.0,72.0,4,True,1,0.0014290450975676006,-3010.3433631950766,0.002,True
para_th36_ph90,para_th36,para,36.0,90.0,5,True,1,0.0008898888987644851,-3010.3472806386912,0.002,True
para_th36_ph108,para_th36,para,36.0,108.0,6,True,1,0.0012833910889817903,-3010.349324906378,0.002,True
para_th36_ph126,para_th36,para,36.0,126.0,7,True,3,0.0015611353048206706,-3010.349986059212,0.002,True
para_th36_ph144,para_th36,para,36.0,144.0,8,True,3,0.0017835678760176642,-3010.3497698352776,0.002,True
para_th36_ph162,para_th36,para,36.0,162.0,9,True,3,0.0014585613637553094,-3010.349184176638,0.002,True
para_th36_ph180,para_th36,para,36.0,180.0,10,True,2,0.0013943835018006981,-3010.3486948945433,0.002,True
para_th36_ph198,para_th36,para,36.0,198.0,11,True,1,0.00039915429394864085,-3010.348591524546,0.002,True
para_th36_ph216,para_th36,para,36.0,216.0,12,True,1,0.0009526117812768272,-3010.3487698848435,0.002,True
para_th36_ph234,para_th36,para,36.0,234.0,13,True,1,0.0010245811167689735,-3010.3490529913174,0.002,True
para_th36_ph252,para_th36,para,36.0,252.0,14,True,1,0.0014010941298128932,-3010.3488032795312,0.002,True
para_th36_ph270,para_th36,para,36.0,270.0,15,True,1,0.0014412222104697185,-3010.3467140899884,0.002,True
para_th36_ph288,para_th36,para,36.0,288.0,16,True,2,0.0014984434922928136,-3010.34344522245,0.002,True
para_th36_ph306,para_th36,para,36.0,306.0,17,True,2,0.0021502685877101955,-3010.339487663316,0.0035,True
para_th36_ph324,para_th36,para,36.0,324.0,18,True,4,0.0022450739454106176,-3010.335577827236,0.0035,True
para_th36_ph342,para_th36,para,36.0,342.0,19,True,4,0.0024061732657849376,-3010.3327197790795,0.0035,True
para_th45_ph0,para_th45,para,45.0,0.0,0,True,2,0.001967055646080577,-3010.3258968533064,0.002,True
para_th45_ph18,para_th45,para,45.0,18.0,1,True,1,0.0012512352020233612,-3010.32694521693,0.002,True
para_th45_ph36,para_th45,para,45.0,36.0,2,True,1,0.0002493108487313188,-3010.329833799918,0.002,True
para_th45_ph54,para_th45,para,45.0,54.0,3,True,1,0.0008387841678676332,-3010.3343702400502,0.002,True
para_th45_ph72,para_th45,para,45.0,72.0,4,True,1,0.0008694572878617602,-3010.3396040814455,0.002,True
para_th45_ph90,para_th45,para,45.0,90.0,5,True,1,0.0015411786648323292,-3010.343879955574,0.002,True
para_th45_ph108,para_th45,para,45.0,108.0,6,True,1,0.0018063700974214139,-3010.3454829728703,0.002,True
para_th45_ph126,para_th45,para,45.0,126.0,7,True,3,0.0016310656470222467,-3010.3451360844942,0.002,True
para_th45_ph144,para_th45,para,45.0,144.0,8,True,3,0.0015966070958821996,-3010.344004823583,0.002,True
para_th45_ph162,para_th45,para,45.0,162.0,9,True,4,0.0017440967222908416,-3010.34284032069,0.002,True
para_th45_ph180,para_th45,para,45.0,180.0,10,True,2,0.0011919824913185222,-3010.3418914402955,0.002,True
para_th45_ph198,para_th45,para,45.0,198.0,11,True,1,0.0016610700549251393,-3010.34191430605,0.002,True
para_th45_ph216,para_th45,para,45.0,216.0,12,True,1,0.0010818867948640403,-3010.342660482863,0.002,True
para_th45_ph234,para_th45,para,45.0,234.0,13,True,1,0.0012859258986892064,-3010.3439116265095,0.002,True
para_th45_ph252,para_th45,para,45.0,252.0,14,True,1,0.0010992895400301756,-3010.344791282036,0.002,True
para_th45_ph270,para_th45,para,45.0,270.0,15,True,1,0.0016808211878679242,-3010.34348990026,0.002,True
para_th45_ph288,para_th45,para,45.0,288.0,16,True,1,0.0019224368232693106,-3010.3397557138273,0.002,True
para_th45_ph306,para_th45,para,45.0,306.0,17,True,4,0.0019218588836552167,-3010.3346445178067,0.002,True
para_th45_ph324,para_th45,para,45.0,324.0,18,True,2,0.001957954295117276,-3010.3300219773073,0.0035,True
para_th45_ph342,para_th45,para,45.0,342.0,19,True,1,0.0012474973148414834,-3010.326980696829,0.0035,True
para_th54_ph0,para_th54,para,54.0,0.0,0,True,1,0.0012467350103529083,-3010.3211753634855,0.002,True
para_th54_ph18,para_th54,para,54.0,18.0,1,True,1,0.0010398448375483827,-3010.3223793090847,0.002,True
para_th54_ph36,para_th54,para,54.0,36.0,2,True,1,0.00037321303537052656,-3010.325655686254,0.002,True
para_th54_ph54,para_th54,para,54.0,54.0,3,True,1,0.0009337684183770259,-3010.3308368635153,0.002,True
para_th54_ph72,para_th54,para,54.0,72.0,4,True,1,0.0007290970092735468,-3010.336697354349,0.002,True
para_th54_ph90,para_th54,para,54.0,90.0,5,True,1,0.0012977361497461604,-3010.340919787438,0.002,True
para_th54_ph108,para_th54,para,54.0,108.0,6,True,1,0.0018353174345104154,-3010.341748262506,0.002,True
para_th54_ph126,para_th54,para,54.0,126.0,7,True,4,0.0019396538173446852,-3010.340087210436,0.002,True
para_th54_ph144,para_th54,para,54.0,144.0,8,True,4,0.0015346678372812022,-3010.337593611559,0.002,True
para_th54_ph162,para_th54,para,54.0,162.0,9,True,3,0.0027673018162750083,-3010.3358729233832,0.0035,True
para_th54_ph180,para_th54,para,54.0,180.0,10,True,2,0.0030835673790332112,-3010.3346104690677,0.0035,True
para_th54_ph198,para_th54,para,54.0,198.0,11,True,1,0.0012562066101415676,-3010.334573201347,0.0035,True
para_th54_ph216,para_th54,para,54.0,216.0,12,True,1,0.003301304979019256,-3010.3359065269447,0.0035,True
para_th54_ph234,para_th54,para,54.0,234.0,13,True,1,0.001099408227335128,-3010.338421226551,0.0035,True
para_th54_ph252,para_th54,para,54.0,252.0,14,True,1,0.0006928566955277949,-3010.3408523682015,0.0035,True
para_th54_ph270,para_th54,para,54.0,270.0,15,True,1,0.0018187496606415277,-3010.34051029226,0.0035,True
para_th54_ph288,para_th54,para,54.0,288.0,16,True,1,0.002205326397695066,-3010.336551932621,0.0035,True
para_th54_ph306,para_th54,para,54.0,306.0,17,True,3,0.0019764842997612407,-3010.3307306581387,0.0035,True
para_th54_ph324,para_th54,para,54.0,324.0,18,True,2,0.0016620058997304688,-3010.3257637804218,0.0035,True
para_th54_ph342,para_th54,para,54.0,342.0,19,True,1,0.0013029738736294915,-3010.322378275633,0.0035,True
para_th63_ph0,para_th63,para,63.0,0.0,0,True,1,0.001153891549432216,-3010.3176330064553,0.002,True
para_th63_ph18,para_th63,para,63.0,18.0,1,True,1,0.0011952400483710853,-3010.318908849753,0.002,True
para_th63_ph36,para_th63,para,63.0,36.0,2,True,1,0.0003259399599522067,-3010.3223373778014,0.002,True
para_th63_ph54,para_th63,para,63.0,54.0,3,True,1,0.0005924810606923077,-3010.3280678577767,0.002,True
para_th63_ph72,para_th63,para,63.0,72.0,4,True,1,0.0006497819825437694,-3010.334476028899,0.002,True
para_th63_ph90,para_th63,para,63.0,90.0,5,True,1,0.0009981996710465935,-3010.3385179847996,0.002,True
para_th63_ph108,para_th63,para,63.0,108.0,6,True,2,0.0010850822624755578,-3010.3383694283416,0.002,True
para_th63_ph126,para_th63,para,63.0,126.0,7,True,3,0.0017048641270443472,-3010.335149338865,0.002,True
para_th63_ph144,para_th63,para,63.0,144.0,8,True,3,0.0018266807700100273,-3010.331306519166,0.002,True
para_th63_ph162,para_th63,para,63.0,162.0,9,True,4,0.0019672956516901137,-3010.3289789861296,0.002,True
para_th63_ph180,para_th63,para,63.0,180.0,10,True,3,0.0018695726302646583,-3010.3275825974074,0.002,True
para_th63_ph198,para_th63,para,63.0,198.0,11,True,1,0.0017170479267626356,-3010.3274773419635,0.002,True
para_th63_ph216,para_th63,para,63.0,216.0,12,True,2,0.000246394862355112,-3010.329614209257,0.002,True
para_th63_ph234,para_th63,para,63.0,234.0,13,True,1,0.000686361743633461,-3010.3334817532027,0.002,True
para_th63_ph252,para_th63,para,63.0,252.0,14,True,1,0.0010413764911834666,-3010.3377088199995,0.002,True
para_th63_ph270,para_th63,para,63.0,270.0,15,True,1,0.001267129934401197,-3010.338185741287,0.002,True
para_th63_ph288,para_th63,para,63.0,288.0,16,True,2,0.001607664315634582,-3010.334364725125,0.002,True
para_th63_ph306,para_th63,para,63.0,306.0,17,True,2,0.0008959753769171712,-3010.328137545745,0.002,True
para_th63_ph324,para_th63,para,63.0,324.0,18,True,2,0.0014786872345688082,-3010.32238478472,0.002,True
para_th63_ph342,para_th63,para,63.0,342.0,19,True,1,0.0006061543706834866,-3010.318901493308,0.002,True
para_th72_ph0,para_th72,para,72.0,0.0,0,True,1,0.00039034925258438197,-3010.315451288032,0.002,True
