theta,phi,Ex,Ey,Ez,lambda_magnitude,ortho_E_el,ortho_E_ph,ortho_E_blc,ortho_E_dse,meta_E_el,meta_E_ph,meta_E_blc,meta_E_dse,para_E_el,para_E_ph,para_E_blc,para_E_dse
70.0,31.0,0.016109475744975014,0.009679549568335156,0.0068404028665133764,0.02,-3007.9548207021207,0.03371935278201171,-0.001547438204060164,0.0013426217184904536,-3007.9568658501435,0.03322972450084188,-0.0008469288760422338,0.0016798703860124145,-3007.94883491759,0.0332158624064332,-0.0008115015263741663,0.0016281797999364777
70.0,31.0,0.03221895148995003,0.01935909913667031,0.013680805733026753,0.04,-3007.954431785507,0.03562956969221917,-0.006143822960482481,0.005343885572338844,-3007.9560242012153,0.03370011121578085,-0.003376649761146363,0.00663778991735092,-3007.9480099740704,0.03365273557100835,-0.003255057583392821,0.00645263666689925
70.0,31.0,0.048328427234925045,0.029038648705005464,0.02052120859954013,0.06,-3007.9537999127547,0.03860551740884951,-0.01345407132707726,0.0119003667599008,-3007.9545434924703,0.03446412720428341,-0.007492767660369242,0.014622689240841785,-3007.9465670156264,0.034393132662000725,-0.007305791767519319,0.014289198304726638
70.0,31.0,0.06443790297990006,0.03871819827334062,0.027361611466053506,0.08,-3007.9529627660586,0.04213617397227567,-0.022571870158525145,0.020726609810468505,-3007.9523315021142,0.035424267772279874,-0.012888679566301867,0.02517227884504564,-3007.9444323157436,0.035391326837846335,-0.012788435323715422,0.024800477604372744
70.0,31.0,0.08054737872487508,0.048397747841675776,0.03420201433256689,0.1,-3007.951904217417,0.045540004763937124,-0.0321338967193034,0.031214172466102856,-3007.9492363077666,0.03641900358487295,-0.019016047546459722,0.03752208656598393,-3007.941504398123,0.03652918091682748,-0.019302149736401788,0.03742502527288032
