theta,phi,Ex,Ey,Ez,lambda_magnitude,E_ortho_Hartrees,E_meta_Hartrees,E_para_Hartrees,dE_ortho_meta_kcal/mol,dE_para_meta_kcal/mol,dE_ortho_para_kcal/mol
70.0,31.0,0.016109475744975014,0.009679549568335156,0.0068404028665133764,0.02,-3007.9213062995163,-3007.922803209253,-3007.9148023954886,0.9393250414637102,5.020586437302364,-4.081261395838653
70.0,31.0,0.03221895148995003,0.01935909913667031,0.013680805733026753,0.04,-3007.91960984846,-3007.9190643866445,-3007.911160739309,-0.3422824568802686,4.9596135828378864,-5.301896039718155
70.0,31.0,0.048328427234925045,0.029038648705005464,0.02052120859954013,0.06,-3007.916821592548,-3007.912962892582,-3007.905200888735,-2.421370786108769,4.870730951639074,-7.292101737747843
70.0,31.0,0.06443790297990006,0.03871819827334062,0.027361611466053506,0.08,-3007.912996255475,-3007.904679665224,-3007.897074497725,-5.218739174161889,4.772314657553657,-9.991053831715545
70.0,31.0,0.08054737872487508,0.048397747841675776,0.03420201433256689,0.1,-3007.9082037948265,-3007.8944476904653,-3007.8869732429243,-8.632085812831159,4.690286645347317,-13.322372458178476
