     theta       phi           Ex           Ey           Ez            Para_E_el            Para_E_ph           Para_E_blc           Para_E_dse           Ortho_E_el           Ortho_E_ph          Ortho_E_blc          Ortho_E_dse            Meta_E_el            Meta_E_ph           Meta_E_blc           Meta_E_dse
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     0.000     0.000     0.000000     0.000000     0.100000   -3007.947450921935       0.033538737505      -0.003950833455       0.009695284564   -3007.952973076577       0.033649281469      -0.004707239805       0.011348576894   -3007.955567533022       0.033512843485      -0.003763177938       0.009246234268
     0.000     4.045     0.000000     0.000000     0.100000   -3007.947450921935       0.033538737505      -0.003950833455       0.009695284564   -3007.952973076577       0.033649281469      -0.004707239805       0.011348576894   -3007.955567533022       0.033512843485      -0.003763177938       0.009246234268
     0.000     8.090     0.000000     0.000000     0.100000   -3007.947450921935       0.033538737505      -0.003950833455       0.009695284564   -3007.952973076577       0.033649281469      -0.004707239805       0.011348576894   -3007.955567533022       0.033512843485      -0.003763177938       0.009246234268
     0.000    12.135     0.000000     0.000000     0.100000   -3007.947450921935       0.033538737505      -0.003950833455       0.009695284564   -3007.952973076577       0.033649281469      -0.004707239805       0.011348576894   -3007.955567533022       0.033512843485      -0.003763177938       0.009246234268
     0.000    16.180     0.000000     0.000000     0.100000   -3007.947450921935       0.033538737505      -0.003950833455       0.009695284564   -3007.952973076577       0.033649281469      -0.004707239805       0.011348576894   -3007.955567533022       0.033512843485      -0.003763177938       0.009246234268
     0.000    20.225     0.000000     0.000000     0.100000   -3007.947450921935       0.033538737505      -0.003950833455       0.009695284564   -3007.952973076577       0.033649281469      -0.004707239805       0.011348576894   -3007.955567533022       0.033512843485      -0.003763177938       0.009246234268
     0.000    24.270     0.000000     0.000000     0.100000   -3007.947450921935       0.033538737505      -0.003950833455       0.009695284564   -3007.952973076577       0.033649281469      -0.004707239805       0.011348576894   -3007.955567533022       0.033512843485      -0.003763177938       0.009246234268
     0.000    28.315     0.000000     0.000000     0.100000   -3007.947450921935       0.033538737505      -0.003950833455       0.009695284564   -3007.952973076577       0.033649281469      -0.004707239805       0.011348576894   -3007.955567533022       0.033512843485      -0.003763177938       0.009246234268
     0.000    32.360     0.000000     0.000000     0.100000   -3007.947450921935       0.033538737505      -0.003950833455       0.009695284564   -3007.952973076577       0.033649281469      -0.004707239805       0.011348576894   -3007.955567533022       0.033512843485      -0.003763177938       0.009246234268
