     theta       phi           Ex           Ey           Ez        Para_dE_total           Para_dE_el           Para_dE_ph          Para_dE_blc          Para_dE_dse       Ortho_dE_total          Ortho_dE_el          Ortho_dE_ph         Ortho_dE_blc         Ortho_dE_dse        Meta_dE_total           Meta_dE_el           Meta_dE_ph          Meta_dE_blc          Meta_dE_dse
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     0.000     0.000     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000     4.045     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000     8.090     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    12.135     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    16.180     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    20.225     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    24.270     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    28.315     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    32.360     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    36.404     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    40.449     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    44.494     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    48.539     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    52.584     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    56.629     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    60.674     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    64.719     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    68.764     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    72.809     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    76.854     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    80.899     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    84.944     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    88.989     0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    93.034    -0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000    97.079    -0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000   101.124    -0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000   105.169    -0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000   109.213    -0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000   113.258    -0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000   117.303    -0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000   121.348    -0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000   125.393    -0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000   129.438    -0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000   133.483    -0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
     0.000   137.528    -0.000000     0.000000     0.100000       0.000000000000       0.000000000014       0.007893734364      -0.015787468732       0.007893734370      -0.000000000001       0.000000000004       0.006370627598      -0.012741255198       0.006370627602       0.000000000000      -0.000000000008       0.008413016700      -0.016826033405       0.008413016707
